"field","journal","year","n_graphs","n_bar_cont","n_informative","n_bar_or_informative","policy","policy_year","log_offset","year_centered"
"physiology scie","clinical physiology & functional imaging",2019,43,6,10,15,0,0,-0.843970070294529,1.2112366603892
"physiology scie","clinical physiology & functional imaging",2020,40,6,5,10,0,0,-0.916290731874155,2.2112366603892
"physiology scie","clinical physiology & functional imaging",2021,50,6,11,17,0,0,-0.693147180559945,3.2112366603892
"physiology scie","clinical physiology & functional imaging",2022,44,4,11,15,0,0,-0.82098055206983,4.2112366603892
"physiology scie","clinical physiology & functional imaging",2023,47,6,8,13,0,0,-0.755022584278033,5.2112366603892
"physiology scie","clinical physiology & functional imaging",2024,42,4,13,15,0,0,-0.867500567704723,6.2112366603892
"physiology scie","clinical physiology & functional imaging",2025,57,7,13,18,0,0,-0.562118918153541,7.2112366603892
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2010,167,111,10,114,0,0,0.512823626428664,-7.7887633396108
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2011,172,116,17,124,0,0,0.542324290825362,-6.7887633396108
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2012,159,104,22,115,0,0,0.46373401623214,-5.7887633396108
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2013,203,141,22,150,0,0,0.708035793053696,-4.7887633396108
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2014,119,88,18,94,0,0,0.173953307123438,-3.7887633396108
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2015,195,143,24,156,0,0,0.667829372575655,-2.7887633396108
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2016,132,93,12,98,0,0,0.27763173659828,-1.7887633396108
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2017,166,113,24,127,0,0,0.506817602368452,-0.788763339610796
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2018,92,74,19,81,0,0,-0.083381608939051,0.211236660389204
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2019,167,120,31,136,0,0,0.512823626428664,1.2112366603892
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2020,127,71,46,102,0,0,0.2390169004705,2.2112366603892
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2021,130,72,48,108,0,0,0.262364264467491,3.2112366603892
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2022,132,78,40,107,0,0,0.27763173659828,4.2112366603892
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2023,94,50,30,71,0,0,-0.0618754037180875,5.2112366603892
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2024,126,65,49,102,0,0,0.231111720963387,6.2112366603892
"physiology scie","comparative biochemistry & physiology a molecular & integrative physiology",2025,137,60,81,117,0,0,0.314810739840034,7.2112366603892
"physiology scie","conservation physiology",2013,30,11,5,15,0,0,-1.20397280432594,-4.7887633396108
"physiology scie","conservation physiology",2014,61,18,17,34,0,0,-0.49429632181478,-3.7887633396108
"physiology scie","conservation physiology",2015,62,18,17,31,0,0,-0.478035800943,-2.7887633396108
"physiology scie","conservation physiology",2016,79,29,24,47,0,0,-0.23572233352107,-1.7887633396108
"physiology scie","conservation physiology",2017,59,23,21,37,0,0,-0.527632742082372,-0.788763339610796
"physiology scie","conservation physiology",2018,64,22,20,36,0,0,-0.446287102628419,0.211236660389204
"physiology scie","conservation physiology",2019,96,31,43,67,0,0,-0.0408219945202552,1.2112366603892
"physiology scie","conservation physiology",2020,121,27,59,78,0,0,0.19062035960865,2.2112366603892
"physiology scie","conservation physiology",2021,107,14,45,54,0,0,0.0676586484738149,3.2112366603892
"physiology scie","conservation physiology",2022,71,14,26,34,0,0,-0.342490308946776,4.2112366603892
"physiology scie","conservation physiology",2023,107,16,54,61,0,0,0.0676586484738149,5.2112366603892
"physiology scie","conservation physiology",2024,90,12,44,51,0,0,-0.105360515657826,6.2112366603892
"physiology scie","conservation physiology",2025,83,9,48,54,0,0,-0.186329578191493,7.2112366603892
"physiology scie","european journal of applied physiology",2010,373,163,42,191,0,0,1.31640823365572,-7.7887633396108
"physiology scie","european journal of applied physiology",2011,290,136,23,147,0,0,1.06471073699243,-6.7887633396108
"physiology scie","european journal of applied physiology",2012,412,180,42,203,0,0,1.41585316336144,-5.7887633396108
"physiology scie","european journal of applied physiology",2013,279,137,26,153,0,0,1.02604159583327,-4.7887633396108
"physiology scie","european journal of applied physiology",2014,229,110,35,136,0,0,0.828551817566148,-3.7887633396108
"physiology scie","european journal of applied physiology",2015,241,112,40,141,0,0,0.879626747502564,-2.7887633396108
"physiology scie","european journal of applied physiology",2016,214,105,42,129,0,0,0.76080582903376,-1.7887633396108
"physiology scie","european journal of applied physiology",2017,221,92,43,123,0,0,0.792992515529661,-0.788763339610796
"physiology scie","european journal of applied physiology",2018,225,99,52,130,0,0,0.810930216216329,0.211236660389204
"physiology scie","european journal of applied physiology",2019,220,88,58,131,0,0,0.78845736036427,1.2112366603892
"physiology scie","european journal of applied physiology",2020,217,83,75,141,0,0,0.774727167552368,2.2112366603892
"physiology scie","european journal of applied physiology",2021,236,75,84,139,0,0,0.858661619037519,3.2112366603892
"physiology scie","european journal of applied physiology",2022,167,42,77,107,0,0,0.512823626428664,4.2112366603892
"physiology scie","european journal of applied physiology",2023,185,34,100,120,0,0,0.615185639090233,5.2112366603892
"physiology scie","european journal of applied physiology",2024,257,63,124,171,0,0,0.943905898907128,6.2112366603892
"physiology scie","european journal of applied physiology",2025,400,86,219,271,0,0,1.38629436111989,7.2112366603892
"physiology scie","experimental physiology",2010,87,58,11,62,1,1,-0.139262067333508,-7.7887633396108
"physiology scie","experimental physiology",2011,101,75,11,82,1,2,0.00995033085316809,-6.7887633396108
"physiology scie","experimental physiology",2012,100,82,14,87,1,3,0,-5.7887633396108
"physiology scie","experimental physiology",2013,129,97,12,105,1,4,0.254642218373581,-4.7887633396108
"physiology scie","experimental physiology",2014,111,70,24,82,1,5,0.104360015324243,-3.7887633396108
"physiology scie","experimental physiology",2015,96,72,17,82,1,6,-0.0408219945202552,-2.7887633396108
"physiology scie","experimental physiology",2016,101,68,35,85,1,7,0.00995033085316809,-1.7887633396108
"physiology scie","experimental physiology",2017,117,73,30,92,1,8,0.157003748809665,-0.788763339610796
"physiology scie","experimental physiology",2018,139,81,48,110,1,9,0.3293037471426,0.211236660389204
"physiology scie","experimental physiology",2019,153,86,53,120,1,10,0.425267735404344,1.2112366603892
"physiology scie","experimental physiology",2020,164,75,83,133,1,11,0.494696241836107,2.2112366603892
"physiology scie","experimental physiology",2021,177,57,115,150,1,12,0.570979546585738,3.2112366603892
"physiology scie","experimental physiology",2022,90,9,69,74,1,13,-0.105360515657826,4.2112366603892
"physiology scie","experimental physiology",2023,100,9,81,85,1,14,0,5.2112366603892
"physiology scie","experimental physiology",2024,125,14,91,92,1,15,0.22314355131421,6.2112366603892
"physiology scie","experimental physiology",2025,253,35,175,188,1,16,0.928219302739429,7.2112366603892
"physiology scie","frontiers in physiology",2010,41,15,4,17,0,0,-0.891598119283784,-7.7887633396108
"physiology scie","frontiers in physiology",2011,105,32,14,42,0,0,0.048790164169432,-6.7887633396108
"physiology scie","frontiers in physiology",2012,441,113,59,153,0,0,1.48387468945875,-5.7887633396108
"physiology scie","frontiers in physiology",2013,252,89,37,108,0,0,0.924258901523332,-4.7887633396108
"physiology scie","frontiers in physiology",2014,236,115,54,142,0,0,0.858661619037519,-3.7887633396108
"physiology scie","frontiers in physiology",2015,216,127,45,149,0,0,0.770108221696074,-2.7887633396108
"physiology scie","frontiers in physiology",2016,346,203,78,247,0,0,1.24126858906963,-1.7887633396108
"physiology scie","frontiers in physiology",2017,842,476,237,604,0,0,2.13060982825424,-0.788763339610796
"physiology scie","frontiers in physiology",2018,1517,818,469,1082,0,0,2.71931979336044,0.211236660389204
"physiology scie","frontiers in physiology",2019,1259,651,431,902,0,0,2.53290284805626,1.2112366603892
"physiology scie","frontiers in physiology",2020,1292,634,476,921,0,0,2.55877649835446,2.2112366603892
"physiology scie","frontiers in physiology",2021,1838,801,753,1288,0,0,2.91126311692754,3.2112366603892
"physiology scie","frontiers in physiology",2022,1924,715,817,1277,0,0,2.95699144523756,4.2112366603892
"physiology scie","frontiers in physiology",2023,1220,408,536,789,0,0,2.50143595173921,5.2112366603892
"physiology scie","frontiers in physiology",2024,672,205,290,419,0,0,1.90508815453506,6.2112366603892
"physiology scie","frontiers in physiology",2025,6,1,2,3,0,0,-2.81341071676004,7.2112366603892
"physiology scie","general physiology",2010,80,48,24,59,1,1,-0.22314355131421,-7.7887633396108
"physiology scie","general physiology",2011,67,37,24,46,1,2,-0.400477566597125,-6.7887633396108
"physiology scie","general physiology",2012,71,33,23,42,1,3,-0.342490308946776,-5.7887633396108
"physiology scie","general physiology",2013,87,49,24,59,1,4,-0.139262067333508,-4.7887633396108
"physiology scie","general physiology",2014,77,47,37,60,1,5,-0.261364764134408,-3.7887633396108
"physiology scie","general physiology",2015,61,36,23,48,1,6,-0.49429632181478,-2.7887633396108
"physiology scie","general physiology",2016,56,38,24,47,1,7,-0.579818495252942,-1.7887633396108
"physiology scie","general physiology",2017,48,30,19,36,1,8,-0.7339691750802,-0.788763339610796
"physiology scie","general physiology",2018,89,48,28,62,1,9,-0.116533816255952,0.211236660389204
"physiology scie","general physiology",2019,84,39,35,59,1,10,-0.174353387144778,1.2112366603892
"physiology scie","general physiology",2020,54,34,31,45,1,11,-0.616186139423817,2.2112366603892
"physiology scie","general physiology",2021,88,33,57,75,1,12,-0.127833371509885,3.2112366603892
"physiology scie","general physiology",2022,60,20,44,48,1,13,-0.510825623765991,4.2112366603892
"physiology scie","general physiology",2023,91,29,63,71,1,14,-0.0943106794712413,5.2112366603892
"physiology scie","general physiology",2024,50,11,35,37,1,15,-0.693147180559945,6.2112366603892
"physiology scie","general physiology",2025,49,14,33,35,1,16,-0.713349887877465,7.2112366603892
"physiology scie","international journal of behavioral nutrition & physical activity",2010,83,7,2,9,0,0,-0.186329578191493,-7.7887633396108
"physiology scie","international journal of behavioral nutrition & physical activity",2011,115,11,3,13,0,0,0.139761942375159,-6.7887633396108
"physiology scie","international journal of behavioral nutrition & physical activity",2012,124,8,1,9,0,0,0.215111379616945,-5.7887633396108
"physiology scie","international journal of behavioral nutrition & physical activity",2013,122,8,3,11,0,0,0.198850858745165,-4.7887633396108
"physiology scie","international journal of behavioral nutrition & physical activity",2014,138,5,3,8,0,0,0.322083499169113,-3.7887633396108
"physiology scie","international journal of behavioral nutrition & physical activity",2015,140,10,2,11,0,0,0.336472236621213,-2.7887633396108
"physiology scie","international journal of behavioral nutrition & physical activity",2016,102,9,4,13,0,0,0.0198026272961797,-1.7887633396108
"physiology scie","international journal of behavioral nutrition & physical activity",2017,137,12,6,18,0,0,0.314810739840034,-0.788763339610796
"physiology scie","international journal of behavioral nutrition & physical activity",2018,104,3,2,5,0,0,0.0392207131532813,0.211236660389204
"physiology scie","international journal of behavioral nutrition & physical activity",2019,108,5,10,14,0,0,0.0769610411361284,1.2112366603892
"physiology scie","international journal of behavioral nutrition & physical activity",2020,111,8,9,16,0,0,0.104360015324243,2.2112366603892
"physiology scie","international journal of behavioral nutrition & physical activity",2021,126,16,7,22,0,0,0.231111720963387,3.2112366603892
